,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,O11,O12,O13,O14,O15,O16,O17,O18,O19,O20,O21,O22,O23,O24,O25,O26,O27,O28,O29,O30,O31,O32,O33,O34,O35,O36,O37,O38,O39,O40,O41,O42,O43,O44,O45,O46,O47,O48,O49,O50,O51,O52,O53,O54,O55,O56,O57,O58,O59,O60,O61,O62,O63,O64,O65,O66,O67,O68,O69,O70,O71,O72,O73,O74,O75,O76,O77,O78,O79,O80,O81,O82,O83,O84,O85,O86,O87,O88,O89,O90,O91,O92,O93,O94,O95,O96,O97,O98,O99,O100
0,0.5203775758321005,0.7347769234437003,0.6407851792426169,0.5895103606719733,0.7159588340008648,0.741963641980132,0.6643434873200137,0.6650165144175578,0.6242189935460832,0.7482850631022294,0.5934709404451421,0.5976581192575178,0.5872008487539064,0.5954737162107643,0.5936414630323574,0.6264252762595607,0.6727895934955807,0.685177223129358,0.6508983640759607,0.7325954556202495,0.5285097490624169,0.545074932421232,0.6772756193004741,0.6673145875192342,0.7284589873226103,4.258203082759621,3.06052322442109,2.7024468366707777,4.301304599069725,3.2019679000017867,2.999491862384061,3.7394317811427187,3.207314047229626,4.81331959379655,3.542350182663546,4.60156588827285,5.081536196347172,3.310860201581851,4.94558553729947,3.522477281406188,3.39655896455697,4.251791560931382,3.657314695180074,4.186991161693927,3.4326469350299003,3.7565589771334498,2.9211162268697377,2.7278233320620604,4.382490884762502,3.7373552768658107,0.6238139466856638,0.8042068082213873,0.6068001538589677,0.6240171776203989,0.5239236498262769,0.566574957283847,0.550987426841665,0.7582948919747484,0.929599359914343,0.7098770918346848,0.5760108020663616,0.612989480142715,0.625736101865778,0.7227317241869169,0.7094544614465809,0.8018528616086937,0.538322938542228,0.8080808431320514,0.5982615190110101,0.7330334971880373,0.613667308131235,0.6447270782639416,0.5849610454282511,0.9489724382040502,0.5160227062211343,0.6757855169079816,0.6082259101392989,0.6129675015701378,0.6776609448727784,0.5840333880401103,0.5609306492995985,0.5950886054464818,0.6381174664698022,0.842261615687759,0.7918564871896699,0.7435057626654037,0.7170774415098238,0.6219808115826323,0.7760393060261926,0.6195759259408896,0.5908761491994099,0.5845949502477709,0.5854808254114595,0.6234033426141281,0.6001760859673396,0.6096008304713173,0.5621983078392373,0.705781276659492,0.5438342577586632,0.6406931018119046
1,0.8115933935863142,0.6589340644610158,0.7598915419618142,0.6956918553898307,0.6776487414093777,0.7209223787585276,0.7726262130546107,0.6113558103455037,0.6836797086498873,0.8281679075760495,0.5617926470698208,0.6587421037038896,0.6066405925632737,0.6451203366884706,0.6272683116696259,0.708267889742737,0.6552145345197641,0.6123544550867146,0.7659397060337143,0.6419624409296711,0.6299672380754562,0.6415449618693846,0.6034164278521357,0.5683604248385967,0.5992914161397337,2.7833530459960025,2.885244498102157,3.6993070530577734,3.6571631002519647,4.688559193397643,3.300848072773771,2.758257115111943,4.090680901387187,2.203773335354841,4.701223055880338,3.692765871165481,4.681061437156597,4.115027386414981,2.818326557501678,2.937629223434224,4.536982731586902,3.7697426777906435,3.3727263533241976,4.330681602670001,2.806803995558954,3.890658395778289,3.574999994772504,3.0936276312145865,3.038808705854193,4.70168469673899,0.6308366669649428,0.5717465213976489,0.547136327533848,0.7332299239548987,0.5422438549914339,0.7435179180133251,0.8283735883731683,0.59541867963219,0.6345804314189868,0.5552277761668514,0.7214462210713768,0.681132191508732,0.6784041360294445,0.5840258559478024,0.6552930543586449,0.6091452247515955,0.7207979709698009,0.5331195164307474,0.7118942864067418,0.7066360463836799,0.5804881630284375,0.6105700629548206,0.631896021251716,0.6418983414528552,0.6394695674781434,0.7390219079413519,0.6756111697757498,0.6663351097293794,0.6615543480251086,0.6475100920943171,0.6291521736853822,0.6792687419651103,0.5377375893999006,0.6220650838324773,0.5911860899880103,0.7525280548901047,0.6220162392545076,0.590102734659782,0.6590269979324866,0.6494235133094185,0.7054874229340504,0.679562406446724,0.5722856725003457,0.8190066755811753,0.6340461323597353,0.6858343585121138,0.5881983279155975,0.8319376178297203,0.8147357613616423,0.6624671653352686
2,0.6204924592259289,0.8042679536646091,0.5618686297997061,0.5697165234822862,0.6758927478611281,0.6750467115386898,0.5847928013813382,0.5559480269098483,0.6947942062156212,0.5939019358356836,0.6124114621370894,0.6808660445890016,0.6734356711708629,0.7972855199282679,0.5824095735079324,0.7307104212050531,0.5242889943770641,0.6149345768500107,0.5942939245876238,0.6873356947224782,0.7906311794394982,0.5661558330046295,0.7454976026613098,0.7224294632976491,0.5498919165412797,3.4622959877330945,2.9220120367831104,4.667340030583778,5.097844848989264,4.163734974789131,5.094005775089841,3.8459746121883165,3.482182978135097,4.002608313483075,4.18087502295145,4.0961851591451905,4.274022478137119,4.009091227534596,4.326507488945495,2.8109155299349187,3.523767425045794,3.68985221952613,3.1938529242018623,2.976142604591854,3.8444130190963333,3.4627009783166773,3.097483120335196,2.7944933433737984,4.053763011547699,3.9804535383085846,0.6736018110448135,0.7714113790841354,0.5469464140882403,0.700062676108733,0.6675781231715235,0.5629537948476937,0.6364153495085454,0.6300564167599456,0.7326136814497097,0.5739330004848557,0.6848164459915279,0.692552768005437,0.783551103716401,0.6250308227294554,0.6874475194973407,0.6055468894575041,0.556418848858025,0.6184766854292496,0.7018505205816039,0.6828838058771424,0.6278114910978307,0.5586928367924721,0.5054519258980563,0.5800783609055596,0.7365984325157283,0.6589945154693051,0.7074333968946973,0.6646162154315759,0.6609486142748011,0.7084394087162292,0.6206700976202411,0.7897536294488204,0.7938939859281234,0.5984396720852022,0.6281407567981988,0.5695804405173327,0.7094646171922745,0.6516889690679477,0.6194675085851975,0.6247020542591039,0.7200244271842512,0.5145264153991218,0.5597356010977963,0.6377707883698315,0.739367280206829,0.6971625717047967,0.6095009439337294,0.686252429273629,0.5290961774542505,0.5512637851029317
3,0.5766236546495817,0.6153197294657562,0.6859614607741226,0.64484592327176,0.6584031603671825,0.933042962926263,0.7006914508665953,0.7557517570600422,0.6009998082666099,0.5729092142791531,0.6246614870336027,0.6005314898916344,0.5334140974066571,0.5487781600799088,0.5804955682994093,0.840358808903166,0.7253906875279394,0.694128439908735,0.737839670658088,0.779961234359279,0.6292673392289754,0.606740105394963,0.6048413074824334,0.5532163270183523,0.648845100613342,3.4648303033771892,3.57638342630886,3.5775279220646268,3.263601288872552,4.255997288000762,3.2641934591858117,2.9840240423004682,3.234065936309349,3.560098463965591,2.659774721724521,2.608301708884141,3.7001648469135344,4.0545036219019766,2.887254743657102,2.97248482275741,2.889210886353759,3.278956493889995,4.3087224345907655,3.111947155709342,4.568096909853851,3.5438431400215213,3.8170606401706078,3.1779044204097486,5.563188304169035,3.458481810443398,0.6436635594101052,0.500550646527636,0.8771893148225159,0.6201572556446968,0.8529135574887369,0.6313772125428614,0.6570795717199616,0.6266649120190179,0.7597856183473668,0.7503312410249745,0.7124723882774724,0.7772192507499638,0.7938594408436165,0.6204192911811509,0.660193736660886,0.5476225591215739,0.5710674568828003,0.7914794163576684,0.8016440647988922,0.6599487306836204,0.5361576869954864,0.5906431746381853,0.6780176986872418,0.7122567375932397,0.7074117537400306,0.57876322012519,0.6728049057974778,0.7062054478625645,0.6429781611687473,0.6538049509973396,0.6174080807317799,0.513980031937499,0.8479436788802418,0.6768801773049307,0.7251411470694887,0.532931690982959,0.6675510200446492,0.6377917516837984,0.6526136572353257,0.5897703558302206,0.7374278047519278,0.6930766105778631,0.5591553549194391,0.8776572195217165,0.6254694351823945,0.7253295933553425,0.510234065349633,0.6973921589226116,0.696851350503906,0.7023561694539078
4,0.6047236847299947,0.5935692685249738,0.6513955072831007,0.6751072141791854,0.7205122356467359,0.7215547968108931,0.6285453627839531,0.524681125256918,0.6799818359136858,0.6597299621666026,0.6238684970900208,0.6315025783338931,0.5765308395137799,0.7531339978389529,0.6575538852906152,0.685723257158437,0.5806187944920324,0.6180211406600591,0.8108965856910143,0.6042462880601325,0.9068955572622758,0.6886748902353329,0.720137442624547,0.7337498366336832,0.6241225494524388,3.504994592636554,3.2449504808820646,2.2355809075142976,4.273455550680463,3.386327262016806,2.941149382163211,5.3840092072461125,2.7003810074843138,3.4142236983800274,4.6028370366105165,3.922264729764065,2.756695234333996,2.6643295888060594,3.793273508703837,3.3251210176658246,4.4126506015501405,3.274313321618628,3.38415226731308,3.532664974456561,3.285504516770016,3.654684392294367,2.914816036211801,3.716264029726073,3.353674809538241,2.835987687820517,0.8558143631369629,0.6887663816228912,0.8091417617542617,0.7727052252529726,0.5943666969080186,0.5855302786691179,0.8058864848080938,0.6231696953853453,0.5904639907925436,0.6628149857738498,0.6618898027231054,0.6777014083852482,0.7253524394288263,0.6810580602679128,0.7028029130567307,0.6288901899232598,0.8547402119074468,0.6365142671701662,0.7289504429902276,0.5507791804589731,0.5544249356515085,0.6395510393607152,0.7707985485051441,0.6176236049750239,0.5787961729471319,0.6287908468801596,0.6236798046530606,0.6610656615524012,0.7246744254096223,0.5907208295564865,0.6402899980966852,0.779319268185784,0.7939611889655708,0.5754648575850905,0.6487942768000604,0.6351528277707585,0.694993596489046,0.68927844810625,0.7714332798109373,0.6701337840502395,0.6445122109671737,0.6674315015586498,0.565283729086211,0.5901967309617973,0.6381953058117688,0.4907471222956112,0.6732338043450594,0.8793213561243189,0.6642845611198916,0.6386514115522313
5,0.7854658779996806,0.8279690608690286,0.6177037186928492,0.5681241441810027,0.6002410530488983,0.6975492939384866,0.6969239138936926,0.5526001436262081,0.6211012764546013,0.6485040807585956,0.6018968822270544,0.6557973688960915,0.4902352011642157,0.7842444860976883,0.7333152564373476,0.7129927463395663,0.8406530128233882,0.7901863194855817,0.5200886917403402,0.6794513164152107,0.7412046511244575,0.702199573728703,0.7361078412876221,0.8539359211818872,0.7576682164995298,2.761759399671765,4.145341985575538,3.2914370164668387,3.8637988792350777,4.41196673796081,3.2547837766582126,3.2068733352261387,3.227739239923996,3.8051633582756645,3.0911284460485247,3.9841893023612855,3.764026273884063,3.4732482326997642,3.5456199924938434,2.8698764611989063,3.0314797234175153,3.261287122500542,4.064612777463867,3.641382357969966,3.301922027515475,3.363205764640601,2.800461936932225,3.501609081537246,4.132881504822102,3.199348450358748,0.7701086721347047,0.5680017930687952,0.5597109411155012,0.8366497968380194,0.6152053809600858,0.5434683909426966,0.7382280612882453,0.779931427841237,0.569892608809868,0.6978487051455484,0.7715998873867678,0.6055491305278419,0.8056241498516205,0.6246919020373299,0.5949243301829467,0.5931080912962987,0.7572737229825189,0.6050960192816224,0.5229865998002355,0.5535831108846684,0.56685354389366,0.6121194658795693,0.7304225822583645,0.6582370426275616,0.7830858798802046,0.5031758702173594,0.7650112253217269,0.7923326921272861,0.6915505885670965,0.6610089851956232,0.6863378288952966,0.6921165596044943,0.6575052247940782,0.5361210758837531,0.5521046071440832,0.6132272013315351,0.6236547721984264,0.6412685158506025,0.6630171709596703,0.743388355532793,0.7152525041835832,0.7411377078695462,0.6811399291673996,0.6865558041547242,0.6434047637698264,0.5530774815165137,0.5301310662355154,0.673336800322738,0.6939305296024277,0.6695562929761696
6,0.6188627271955058,0.6654178674026123,0.7010234131376565,0.6317940652712731,0.6448160896115558,0.6023649108696412,0.6585949284837934,0.582694521126096,0.5591819971899643,0.6273955047970676,0.6388117372791823,0.6458547568780129,0.7626423371425335,0.5627178967424297,0.7762439503954215,0.5871963255408231,0.5909331094048849,0.543009304880411,0.5694720852923416,0.8031003884271422,0.5526567230001441,0.607245047997573,0.8199206913645439,0.5588959494569864,0.604735875848855,3.3747252866918083,4.440305948021597,3.7865299751695636,3.819906186664098,4.278123148554372,4.015111147129167,3.6846973727009447,3.5051289327930557,3.4585182454034356,3.0720944493010474,3.304939627728574,3.120027853021526,3.442087901765738,3.334820243984738,4.518281870927101,2.7929802761020537,3.3411110079602313,2.2872509163364985,3.6668000415035245,2.717641858140229,3.633742630411385,3.651815028850507,2.889999947832459,4.544743872617664,4.458849167866212,0.6783361954909582,0.6607158818838464,0.731310033667228,0.5703274894594446,0.5415321976920712,0.7521787996976237,0.7858137387431243,0.6905595184547901,0.780525767277067,0.5783869233687233,0.6608801563124479,0.6712954218743878,0.6399701607273385,0.6432413273474242,0.797729707650177,0.49003752868917516,0.6213965944551435,0.613571292332086,0.731007336380751,0.6421005554966117,0.7669317181700586,0.8166265849860965,0.7231285554688707,0.7810124391623671,0.5298549266081729,0.7028566812735865,0.6011459311020179,0.6241147220478461,0.7563234824837259,0.6281626690786773,0.6005641678601504,0.6772177663094455,0.7045189062438519,0.7521142141684245,0.6760686871576053,0.5843662252924456,0.7672642208783716,0.7389612269137945,0.6100707609872764,0.6396164160813776,0.6628151805555397,0.7118960803053239,0.5703889423622125,0.7368652683013347,0.699111328830844,0.6935725064329313,0.7252908736563878,0.6943204552587291,0.6017379871163445,0.6861991475810154
7,0.6528358613286057,0.7253243987746624,0.6086485421930836,0.5934552251414467,0.5975445361499472,0.6426725074106724,0.6028538915072523,0.5570869839989748,0.8170750441095448,0.6863454261068732,0.6725236835303617,0.6322702261208888,0.6924558153670496,0.5873272431068982,0.6943997033649509,0.6397602557441412,0.6884813758285406,0.7794674754538997,0.8751580887654734,0.8064263560942693,0.6356564838836679,0.5716434182972789,0.5978392535739532,0.5909438083196131,0.6306862987605806,4.707826601785615,3.2330489499945876,2.8459764838587445,3.1506701807041413,3.977286010848038,2.5492120158328553,3.749958190223601,3.976258619976519,3.5703232443393254,3.2988631214534214,4.194356552109468,3.8590303982017833,4.224247383305393,3.174175746977587,4.529205436858508,3.0214806740847577,3.563680785888651,3.175868641435345,2.9342435402335734,2.6101338838313377,3.8523660770891768,3.4770641020893187,3.381233227713592,2.955533592841082,3.1087898870865986,0.5410991120546584,0.6090669347196475,0.759781852627141,0.6037320318791424,0.7436065670181936,0.6554767418192889,0.7608941749031392,0.6937802253850752,0.6992257176202852,0.6949205682929646,0.6181084913764587,0.6349138866357232,0.5585409504073162,0.6962313457351155,0.6018704616763586,0.7106359237523575,0.8982718300306457,0.5884943757798545,0.6737689613940837,0.7241530645985902,0.6787445394572262,0.6087375149120121,0.5915208030370507,0.6519685503700651,0.5814765706791587,0.6099925405445559,0.6590931783752038,0.6170855625905133,0.745676667726761,0.6112850630243098,0.5454487760400142,0.7079128776915415,0.5899433853521375,0.6805561485167341,0.7240911330226502,0.753803077718805,0.7244324915765797,0.7953169770772647,0.6909544276372613,0.6308809517651233,0.6508749392405723,0.668557170371564,0.6276444652285291,0.7769153727371994,0.6414998172038651,0.6972720953436616,0.6655877050839674,0.6955706347681441,0.5269882627222926,0.8032695495634944
8,0.5656360778155105,0.6656529571542122,0.7568235405373139,0.6922300791249625,0.8055553243855709,0.6254409727911682,0.549518953823376,0.7428039248883386,0.6570607808258114,0.5936541043432453,0.699028244808654,0.6423171744838396,0.5942602149072176,0.5781738333895745,0.5000765766622516,0.6487701592187449,0.6739711012482792,0.7252763382892452,0.7026552739769965,0.7907421505937228,0.5532597330305647,0.5600896700124434,0.6134765197164325,0.7184278438375825,0.6236101197846243,3.3831489889418385,4.000787606305529,2.2302025878290017,4.9174757480081315,2.890074282393707,3.7494391020731053,3.2839353144767682,4.081398455802737,4.442173513069527,3.330875479217044,3.595006085895708,4.6052667448139974,4.058695027375107,2.7294214808571544,3.67459524148745,2.5869464124404544,4.052555924203867,2.8981140200948565,3.5274615670661364,4.246348930624291,2.8763854231814303,4.318785084154342,3.5682348044780854,3.7188192644379083,4.178595894920235,0.7500893325711256,0.7020897789987675,0.7523342600261742,0.7170153931965082,0.6941637643750074,0.671900354955234,0.6657385533200457,0.6228625744793689,0.6883058159008626,0.5686634265539909,0.5953384494472272,0.6034990806131535,0.7194855706655481,0.5377706064309752,0.6066003198568524,0.7379855928179052,0.6110307304658732,0.5555055068303976,0.7285861927572673,0.6593825297386738,0.7352952177505893,0.7533524703490797,0.6668083196692812,0.8578611102232577,0.7824175090563026,0.6622769460744361,0.6567194186921843,0.6339645130198717,0.6845641883357225,0.608380637714971,0.5867565492634398,0.5981294214609786,0.719415880052322,0.567245674612074,0.599697901732643,0.7758607312037753,0.5738556084487836,0.7497884817221637,0.7076847657404377,0.591924332614469,0.6444354304133284,0.6906139069587697,0.55653804926673,0.7644869865682901,0.6767454804534585,0.5957468360690334,0.7256208258159602,0.7107143752061733,0.5059201557525906,0.5449187485374646
9,0.6279287603123346,0.6725774518736247,0.5735910421281836,0.7255901397295713,0.704662768642021,0.6329603642045116,0.6342737662074585,0.6772450830614045,0.6969824107273312,0.5960033311484703,0.7863649470484619,0.5979715892670391,0.6094946897327932,0.7029576684552606,0.7860098089845163,0.5669100267891627,0.5195476914958186,0.6306044201077151,0.6712048125627685,0.56999795024446,0.7002882687821904,0.7528997144608951,0.7296597795723376,0.6769841244963326,0.5136007828414745,3.409742785772165,2.9874469569615387,2.9375786559021266,2.9415185023868657,4.27181042358448,3.3030012456478155,4.2851601457711315,3.0496589095133935,2.6823229245291365,3.7988336470182014,5.09155897006196,4.06695753703923,4.320597896994062,4.8377727486173105,2.3778413498226145,4.396505306083694,2.723628678616276,4.402111858574488,3.3709741412171588,4.84598219390455,2.836993055321964,3.0298445823663562,4.662270283714594,2.6551967196653536,4.798529882369975,0.6872652538785771,0.7410185333166882,0.5891463671741101,0.6346844408222201,0.68100138905211,0.6836869827271788,0.6368305635172745,0.5713731848747671,0.6706494701598253,0.8069382253932336,0.6018581096945577,0.627645030038961,0.7286073350057274,0.6914132211133799,0.7349662691505093,0.664719148542565,0.708548614858699,0.6360195786788496,0.6194397363932052,0.5055326078818336,0.8470372186103273,0.5910133161178148,0.756501870675387,0.6419297822017525,0.7479881580867973,0.7097408856247457,0.7580205250563501,0.696985134965478,0.684220452584611,0.7399917762105698,0.6694974053861733,0.6089776170488195,0.5442435588356513,0.7833133494878116,0.6537525529510908,0.6847859426160423,0.5498425578151763,0.4993819865865834,0.5747754080966047,0.569503652089581,0.6414420074858485,0.5891650573277657,0.5873950103140592,0.5998869301785799,0.6192223377627206,0.6972163904291875,0.6884746152579833,0.5910358023719076,0.5611050005606831,0.8740923220124989
