,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100
0,0.909949041811802,0.8186107890980302,0.5690618652853163,0.6735478634318394,0.5874899738202851,0.617850353036329,0.8565147969649443,0.7740495245960458,0.6260000308622478,0.5859744363826164,0.6251227209489028,0.6213678871780411,0.6388639604481205,0.617525815949557,0.7338188613644895,0.6448084369717856,0.6655966143881821,0.6684501727303531,0.6973924742265574,0.6302239062899616,0.6215004369681515,0.7129519715217802,0.7195387097233665,0.6674983220690948,0.5662265902489498,2.838241251162368,3.4846279333477344,3.7913971991555657,3.6681334801179,3.6192179946027996,3.6103770219249123,3.0459100795255045,3.9553777799691967,5.154386300770081,2.8018963033292703,3.6345191736627442,3.095514065318401,2.9951505381156616,3.051793627174653,3.8702612968942876,3.4100982698726137,3.134036144844293,2.92766776249894,4.3374339941736935,3.908547989015245,3.464319383826035,4.499857254547933,3.2633508138377834,3.5519829817863044,3.5258828170403635,0.6858704213758182,0.6132608987862374,0.5807859964540267,0.5804969057645251,0.6964834606423956,0.7436382719278591,0.6536033538183914,0.7289090726705497,0.6118002614018733,0.5402234156341988,0.8385836402986659,0.549375527437433,0.6023633622154656,0.8166601097159859,0.6211609235845167,0.6741735138636169,0.8350950459599183,0.5349448375967943,0.658190637187929,0.5535606550578599,0.737900220851566,0.6874776142840955,0.7022136076523825,0.6334098138395676,0.6164142119550742,0.6445601103136812,0.5672465574862109,0.6538219054428757,0.5576032014219073,0.6126946856517166,0.7047437595301472,0.7129699187905534,0.6710923963109703,0.6064299174602541,0.6836951307932636,0.7083899475963421,0.7272713051427917,0.651251944775541,0.6075900445230243,0.6269412526428183,0.601971035719595,0.678591774597233,0.7784126642107696,0.6357538836494844,0.711076783333051,0.6619657216239109,0.5939515654053962,0.6415665308444353,0.6492304504955596,0.6467389176826146
1,0.639015230006867,0.5033999899681365,0.5319371470551341,0.6269957500113248,0.7115539406406798,0.6858963392415928,0.5522643155574932,0.5386921936753305,0.6905345964190425,0.6413349513017996,0.5537214590886568,0.6030913807378001,0.7292415147930407,0.7616215127396689,0.5861918542181286,0.6359429853697416,0.6096365771585125,0.6958878850074564,0.6807073171251415,0.6196163848833544,0.7013392956147444,0.5797828935636565,0.7760565948514279,0.5365167288536531,0.7914970394224328,2.7003344138980494,3.877196293563599,4.352144876822556,2.8712236331365726,3.5419085047286227,2.8491393027425356,3.6063924231017177,3.2975248639485213,3.920865717906776,3.0771826043696846,3.6610740637890813,3.171358665404827,3.841308252124056,3.30065028047669,3.6890636555060885,2.814070976763623,3.904108897993028,4.462786951511489,2.9190117744411297,2.888300108272903,2.9715485270278266,3.7638287673190574,3.1294070978763333,3.272783191180009,3.469787055374833,0.7044505379647321,0.5493694705642055,0.6851657057174295,0.5239926804130677,0.7292288193112878,0.7476426699087291,0.7470865137342199,0.7301178591038675,0.6491523508947475,0.7835764021344124,0.6762594395406645,0.7276071130991497,0.8815202101217847,0.5668611635722499,0.6411525630827603,0.6706631087215041,0.6480396561603088,0.6602022199915398,0.6862875752008125,0.7799918529407014,0.5918761247679103,0.6446151918471217,0.6569454827743646,0.7597676391356859,0.6138456068356926,0.729337763725224,0.7254593618080173,0.7537474419259351,0.6984867340856014,0.6641440440185833,0.6904884594052917,0.7895825301881196,0.8079748882625543,0.6204042613281004,0.6119784823052139,0.8823205218448656,0.5938136574267308,0.6474219253237243,0.6855673271581184,0.6263323246549175,0.6559327942929911,0.58653774994988,0.7351804897069654,0.5885225743750525,0.7967717151964406,0.6630952588523396,0.6337103378989472,0.7239364781849196,0.7551111433150994,0.6332747829757948
2,0.7841873416393927,0.5939382009863913,0.5170202486810394,0.6507198343633115,0.7436560987151689,0.8732079538764509,0.5590357447017388,0.7431713275351376,0.9398316603137762,0.6265630493407764,0.7532171681706139,0.6199815911386772,0.8813050695355814,0.6851545019349076,0.6461534338224707,0.8930820832514736,0.618155635473007,0.8464414068023794,0.6568352598832238,0.82953841313862,0.6506580403268595,0.6677292704107669,0.5805742648453741,0.6404882181417517,0.9811200725648962,2.5701986708033884,3.6616131965376004,2.754414222738725,4.131931331518775,4.1688579367831,3.0727137428488165,3.400455650665741,3.3974181262209524,3.600078390826508,2.7046903330322345,2.8612474054661092,4.003921260589896,3.625085319920991,3.8524623960383106,5.772312752571559,2.677253503495471,3.4507291865634544,3.064263145734601,3.725334426530646,2.9573335454927547,4.345312992407887,2.2049327690370095,2.663961227960969,2.800689978641358,3.594910004458872,0.543046373107941,0.8324258964707698,0.6911466366616098,0.6131810643531639,0.6428458704944068,0.7255917076098929,0.6780621407623653,0.7167273225004009,0.8035195966273218,0.7381614150777543,0.6314347058672529,0.660776723015398,0.6773119704046326,0.5738524175742358,0.5788074917893344,0.5988444886870027,0.7445425838501413,0.6902764559673463,0.6144467648046229,0.6848735862253383,0.5942540225326701,0.6856909973599666,0.6381745753806688,0.6995803071598843,0.5983590629498954,0.6641737929332848,0.6569968758503021,0.6147480245236211,0.5880426255441278,0.76572142132732,0.7072286530638011,0.6091231548636404,0.6382424234732402,0.6765031173186172,0.6434947101093463,0.6069367903863112,0.636659411119007,0.5301611771473028,0.6677146124301809,0.6926649224732218,0.5382514300709219,0.5829256576897484,0.6154437435417248,0.770050852868028,0.6534690145731055,0.6009634942266001,0.7236457741878383,0.5907779162669304,0.6883276065795426,0.5960114628053991
3,0.7001045177179442,0.6744524984094147,0.63194364814911,0.7084380006759006,0.6334581786618597,0.719394899535158,0.6383326465836348,0.6852159445318313,0.5655570824583513,0.6021848865315336,0.5858241237270682,0.7404536421581469,0.7108221917895863,0.7599139761716082,0.5518315719471152,0.7148419651182556,0.7523492580678707,0.6985839592306037,0.6908229893394006,0.7756251626208274,0.7714877621791978,0.5744750432350049,0.6875836618652535,0.7607696454554759,0.9366811210840604,3.7307189073692846,2.870894878271021,4.07549345880841,3.039597703595503,3.297768600701367,2.2814440318671347,2.9611205898768005,3.890048556049526,4.009907741851496,3.4666215366737734,3.7543581266149224,3.9333922105887003,2.4491471175936277,2.4292611067152365,2.7754785678147083,2.952221112150603,4.371727046218168,4.091571067876831,2.7973727078827033,3.38613609601285,3.993400124931337,3.5305783967966606,3.106429747915512,3.540121782977603,2.514684957499831,0.7048063868869893,0.6849384416218863,0.5834900260221534,0.5826288357125362,0.6030896279803465,0.7069218709010492,0.612595253580902,0.6790886475129946,0.7056954058572359,0.6843648780698858,0.6512759584270953,0.5987961870295431,0.6111302746747312,0.6540963176496124,0.8321739131963319,0.6405698731270938,0.7840942357743421,0.6739980952928701,0.7864632452025434,0.6840301127115118,0.6260343483528851,0.6017870555208106,0.6288679763155914,0.7437330632639172,0.6094520691421214,0.8069348812075318,0.6857366157562774,0.6604719081910757,0.6619744877437328,0.6827950906281531,0.6424512324006597,0.6499400125361549,0.6339742453428624,0.6348741899107841,0.5968878002728145,0.7116690490998507,0.6978716661293406,0.5797899371763618,0.782263063447743,0.762827217455053,0.7313151885189927,0.7013776283386194,0.7536283940130624,0.5691487011904905,0.6379819200454964,0.6898741893537352,0.712759229043526,0.6360686360093663,0.6138953206068709,0.5925644015049067
4,0.844438970644275,0.6156916419464149,0.5308438913465856,0.5931870775734618,0.6605009945413793,0.5449073245477,0.7345106438287722,0.6088153155642,0.6388601571003587,0.6012068306738299,0.6430805202054072,0.6742383118619102,0.6544696657291622,0.7518275904510922,0.5949664882202884,0.620782662939742,0.6703326551507919,0.643721762396062,0.540839735015044,0.6113868269355215,0.5998362338276392,0.6267991437505025,0.7808784853244695,0.6220347410287641,0.7399903031010638,4.557472479134113,2.2283039753794087,3.3238207866691516,2.879859192403837,3.1584971194869644,2.84602618736803,3.713288768728459,4.8686088235906295,3.5576529399906347,3.903376372828556,4.520539333852548,4.309303390509672,3.7570945827054216,3.4700733340697476,3.113230348562878,3.256436198347878,4.28203007555282,2.758533374625311,3.1829132238228306,3.3544769686569915,3.6948204608547224,2.614664106146231,3.380390060772935,2.907270105695068,2.9555396510098064,0.578379978869061,0.8182376469968514,0.6728022209727699,0.6597422685911052,0.7416620951161099,0.9827987313590264,0.8177422894328751,0.665376894266124,0.6389587416475345,0.8257723699948809,0.6203348018279526,0.6636124731954605,0.6371355029740767,0.6374273603904254,0.6408941242743175,0.6884334874509612,0.6476453038693724,0.701187199375817,0.6527214308070297,0.8029053644833681,0.9292260601337186,0.6232480561408228,0.645627995211645,0.7989248831150468,0.6316033714298102,0.8200530844479323,0.7553833386177291,0.5662561642746093,0.567876886799178,0.5975744658737042,0.6191485148177126,0.5012631113007898,0.65649007004531,0.6668340556947793,0.5881953053732619,0.6205000598160362,0.6073256594322004,0.7455303175752513,0.5140830131231723,0.8018526911261021,0.5447106077146477,0.7816955777227175,0.6810429637187002,0.6219139397575975,0.6443713122736987,0.6904714341504838,0.7451111040306366,0.7923772232144035,0.5919895675412412,0.7231500371212923
5,0.695653374888406,0.8737014539855992,0.5684858238543918,0.7866636238351201,0.6283299889014102,0.6018527943526825,0.5820068390007233,0.5639230256482155,0.6195312245767481,0.7454194132065751,0.6468626538724905,0.8140838681396488,0.6040336241174126,0.6355594412489827,0.6151774940378855,0.6298542502306629,0.6805857126147792,0.6290500663876375,0.632378385731013,0.7206958624385578,0.6143827612721489,0.6530410273476833,0.5151131382530001,0.5767698546419828,0.8328655135141249,1.944518401880206,2.7318571863103736,3.940141294879491,3.5584995250976,3.8977032897812345,3.2970997041975787,4.063815299499795,3.3341779273951673,3.0581004457179346,3.4692298362684117,3.7045013583413327,4.085768600133345,3.5287242742684484,3.4944501882902754,4.850588412900486,3.2436551342722666,3.9733835493458445,3.617862361102175,3.2450336627605294,3.833326310565478,3.4487060308985744,2.9833938476883493,2.619074691542667,3.454041935118264,2.6390123879656886,0.6880862412710271,0.7890475515097506,0.5772480335818247,0.614856587285192,0.7142115311646402,0.8304885509712975,0.6203042079644355,0.5915988547507567,0.6122787386470552,0.7004428463305032,0.7092919135460302,0.5707453699728613,0.7253480512752053,0.8530138048739513,0.6053668966055549,0.6188407101337828,0.7443353111008942,0.7837259250973063,0.5904753612051102,0.8133038312005731,1.009401171068742,0.5409996054650911,0.7020127509581624,0.598347802397211,0.5899406884022975,0.7370969858944195,0.7486061736780757,0.5569496436443954,0.7614383124080989,0.6264824677168933,0.6824107203305618,0.6444457608688687,0.6292396674269486,0.7328816834943658,0.7322131005978085,0.5299593225394406,0.7506855144030501,0.706950825580002,0.5839489047536807,0.6632633682444989,0.725454329694741,0.6043626998772385,0.6496405762537099,0.708773384181111,0.6966176288717675,0.5750509931376516,0.6690614326774326,0.6413113274120054,0.5719430226047925,0.7914583229494828
6,0.5833584399231766,0.6388254434653894,0.7325036303625694,0.728784590736576,0.7897303907735627,0.6367012871223342,0.5158517936255813,0.6795362564511267,0.654043054753531,0.5876213332379867,0.6596396193500688,0.6125464426134275,0.6018546143673267,0.6626379500965686,0.6840705438511474,0.5709176150358142,0.6050083806774151,0.7092468354377767,0.7576113547336263,0.7125093641363097,0.5752626768941849,0.6004689434422207,0.6808165133154078,0.6066285596652182,0.8124357828914727,2.9084790001049536,3.513389338673956,3.846117833189629,3.7787979696738425,4.567467015871949,4.01739772684453,2.971518141351457,3.767855796848548,2.099764744156814,4.02926370030653,4.16379789221675,4.098817241798494,3.0670530350179797,3.7283157120817165,3.4071777995570196,3.863760642765746,2.593904838945342,2.5173447676355427,3.0643885031896665,3.680579019713841,3.215950102020905,3.2348053418801066,3.710719586597668,4.36934165415788,3.9014776001794376,0.794203197436969,0.7715896760224761,0.7446274432965297,0.6120703228163865,0.6928868394132013,0.7065840006662566,0.6337262772390008,0.8539380545837465,0.8086438379212412,0.7936086245248524,0.6827675591633946,0.6174789696610156,0.7875968751387256,0.6642704813564424,0.7208099887484122,0.6435912095103007,0.8253437130918232,0.6250290960312914,0.5969691727080759,0.6771024035934192,0.731597947417132,0.5789428690185023,0.6213887638046939,0.6425237642082393,0.6056076366080115,0.6844075321837113,0.5691396074710231,0.593188123645917,0.8171469505117367,0.6034642568302896,0.6856865549656632,0.6787578384980715,0.6934558370323927,0.6006069497893043,0.5890488347469969,0.6734600231716463,0.6016772475513675,0.603832207677908,0.551469965922085,0.6902639570282334,0.6299623245967874,0.7125259644655518,0.6100140529710149,0.6935162739784361,0.6021993877711639,0.5768059194088793,0.7201500294395589,0.5689702879828774,0.6303881913643552,0.6378490955189129
7,0.6327229665146065,0.7125369563840432,0.709873525598719,0.8030869717438887,0.7530440763997711,0.7148122518710421,0.7551734177779241,0.7446779877006366,0.5631344053068127,0.6642794668037727,0.660629878479482,0.8308123532506515,0.6056515927343424,0.6658913656159025,0.6484749095660456,0.6532013629156095,0.6141815054658203,0.5785074861695907,0.584202165514335,0.6182372384729787,0.5889598463020317,0.6711743678548318,0.7798756070719014,0.8147292805436723,0.6446503220896991,3.7370328614660884,2.663580044180313,3.6386954341747937,3.914614365097052,3.2346067055622747,3.2855031252390448,6.100873234798992,3.2273385137135833,3.0560213568514984,3.841768227850553,3.178132464763164,2.564548301278751,3.1961714625828073,2.863899398806873,3.6705360124902504,4.3193059474557804,3.91437233572405,3.4427475689289753,2.6504534956579198,4.542286380079089,3.984852754331266,3.4311635010647503,2.9369083070186854,2.5688931855942334,2.889249769400598,0.5845913325499976,0.7079966456224992,0.7855792586089433,0.5172975733107293,0.5228831359021114,0.700570681570911,0.7139325732829744,0.591543279535356,0.6755193518670835,0.7075340139976547,0.6627517624741606,0.5769685053261138,0.6980992268122347,0.6388026564644246,0.6354171870053912,0.6794169888870653,0.6409882194914195,0.6350684582564028,0.738148902347324,0.5661453852594059,0.835049454445726,0.741405190555467,0.8053193292557697,0.6785243525307099,0.6140014072388897,0.5783893743158964,0.6872189091781921,0.5909103904257778,0.6505187047538724,0.6762802637775985,0.6279293986112116,0.5662768580868257,0.7204124111709576,0.6723985859196303,0.5558508456656318,0.7341331168675687,0.5600042821634998,0.6538739793892796,0.7827660406716332,0.6275140815514622,0.6761885159906048,0.6060653106960009,0.5560026361860574,0.7548704821183634,0.6298250429867561,0.931196676176834,0.6495931419629885,0.699482562310526,0.6324936640670414,0.7225547209427912
8,0.6833001086527997,0.5925133666038266,0.5420983935439065,0.6691826736834365,0.744491473041267,0.7168437186134857,0.7019150241135764,0.7209311559066166,0.7164695811085975,0.5390456188074089,0.5954618598618387,0.7366739610627852,0.7399641161591357,0.780289564187187,0.7005827594115526,0.6625862776702389,0.5752417736398272,0.7179677939172151,0.6614150845820389,0.6566650241738566,0.7663244991570022,0.6942279169941715,0.7500893715227133,0.6373464302066009,0.5526999135678364,5.068689758672716,2.434392301920962,5.025128021404355,3.770024883548717,3.724464964541507,3.848879024331044,3.3735763763377755,3.6016162331687864,3.1783833944453868,2.4626713277570667,2.5784327698051657,2.68452322894807,2.9484485945024854,3.28514109391339,4.205431948188385,2.962524026458642,3.5532870035396176,2.798006440474166,4.289431901634287,3.7386741793461757,3.06239563995461,5.074409861899137,3.5138281662117743,3.121993742127089,4.052625567310953,0.6392968827395407,0.6134225841727655,0.8144298584205913,0.5888099580831662,0.6496344117342867,0.6772199214465117,0.7254975142074848,0.5980134816168154,0.5985948003739687,0.6938237768971234,0.7351450563491883,0.8255253590408081,0.7506522930045034,0.6135949390279749,0.6122782691373664,0.6111868144311997,0.677382888350155,0.8693024188242598,0.7199722913067065,0.6384959903902868,0.6400455775750752,0.7514145130683528,0.6405662486874483,0.6334091056393377,0.573832365174067,0.536029972554268,0.7729035162162632,0.5557877893056413,0.711024748733131,0.6614981251408809,0.5752772838251609,0.5669166303135249,0.6450001085983563,0.6468908329378061,0.6701916124547664,0.6999539164968018,0.6975092491230886,0.7214317117765742,0.7508035134654688,0.5979698445031659,0.6260741680086291,0.5497083778130143,0.6381865162541979,0.6411594082282908,0.7051443417135357,0.6385951237792238,0.8062859650750052,0.5900887289148413,0.690034121160292,0.488587021374656
9,0.4503719287789517,0.6333100295381222,0.6861125478246456,0.6746294954754951,0.5352691608258627,0.7096828043922264,0.6889188251772045,0.6329797697607696,0.6434631953187191,0.6119622082926504,0.6541158446879237,0.6089359366863492,0.6611296917319125,0.717931481617641,0.6742057406054686,0.5638429409522364,0.6588735183048627,0.7179974870894755,0.613721787544929,0.5885150649766266,0.5680911204937501,0.5827419760633984,0.7593977765715507,0.6667961796718664,0.8053724594397642,3.6924799909373323,3.5958336052906548,2.6513498197305605,3.787623319637365,4.67024510242187,4.020883675408018,3.6186712724587666,3.5023145053310807,2.798755087433553,3.3269968679389326,2.948324232288381,3.6580486775712893,3.465103357894839,3.2481913462111467,3.9156567370172057,3.99015177247379,4.021915829326595,3.7905264120986386,4.6202823140627185,2.8272635230443846,3.4462274354820153,3.3034913300821818,3.56198897053572,3.816857630327035,3.6223169807267417,0.6640921723155085,0.7041479559600013,0.611253717307201,0.6035216263877128,0.6586448975254543,0.7894205663674881,0.6118761254065896,0.6995637965409806,0.6570742305814852,0.7783082336728019,0.7491416500441377,0.648646402812051,0.7106331031488585,0.6125062952840186,0.6573313926669127,0.7927728277504841,0.7177233259113389,0.5111802852048961,0.5656554171496261,0.6834182986831178,0.5578885288622998,0.698278758294487,0.4866268991219808,0.6893015407297762,0.6432175659336536,0.5550720894836405,0.6601665129859644,0.6697911634743104,0.6187294285927901,0.64966328253536,0.5590444097121318,0.6862710601155194,0.6028931528732121,0.6451172862882812,0.7163989356593752,0.5995386757807707,0.6053185637615215,0.7226302522452072,0.8208747417535124,0.644954822205516,0.7305449054149066,0.714429952316109,0.7983310060577807,0.6995980636136583,0.6680831177003738,0.5852014944256011,0.7575906976371578,0.682963938621286,0.6061041684152059,0.8290797602219897
