,ARI,ACC,NMI,FM,FRG,HUL,TIME
0,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8433933083306306,0.8475160403382159,7.711890935897827
1,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8429741779585906,0.8520640809023619,5.427027940750122
2,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8432327497775621,0.8592725361508564,5.355278968811035
3,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8434331024321264,0.8727294364607316,5.924171209335327
4,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8431599056764045,0.847619360585899,5.629410982131958
5,0.6243114212265883,0.65,0.8034525889541091,0.7708333333333333,0.8431016612215114,0.8491197648813318,5.9270031452178955
6,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8432342687915174,0.8589620686365341,6.626298904418945
7,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8430681070906506,0.8542654838732544,5.298770189285278
8,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8434336149996435,0.8732398521091946,6.732349634170532
9,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8434343351376326,0.8736529734841947,6.109692811965942
10,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8434328399536981,0.8725431985715906,5.888002157211304
11,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8434340709149304,0.8737205932488771,6.487796306610107
12,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.842677061253607,0.8462214840056318,6.248525857925415
13,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8429158965782855,0.8498642315608678,6.4385740756988525
14,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8429467601477216,0.8513313864166261,6.168546915054321
15,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8429915619848712,0.8522883058615538,5.735963821411133
16,0.23021972441344754,0.37,0.5288250668433221,0.5371621621621622,0.5808060787881457,0.6196472360939982,6.324677228927612
17,0.6277776962905378,0.66,0.8050865717029337,0.7784552845528455,0.8430884443973172,0.8484359500031585,5.754801034927368
18,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8428088252855469,0.8485383034880815,4.880286693572998
19,0.6277776962905378,0.66,0.8050865717029337,0.7784552845528455,0.8433751236130769,0.866157017358897,6.087557554244995
20,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8431547931488331,0.8568870247881677,7.146400451660156
21,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8429659962251851,0.8516417378417932,5.93521785736084
22,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8431057976922272,0.853989254347659,5.106171607971191
23,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8429109292895959,0.8476785790723129,5.679547548294067
24,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8432105039227545,0.8493509978559816,5.775201082229614
25,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8429649127776517,0.8494550262058761,6.170326232910156
26,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8434340628079835,0.8735149493445736,5.572396755218506
27,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8431018924709923,0.8553802765590058,5.590013027191162
28,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8431595687417923,0.8488513008472407,5.693580865859985
29,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8427139205364794,0.846982417286811,6.238652944564819
30,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8429584335137736,0.8485893877226668,5.769721508026123
31,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8434324316812337,0.8723902962548458,5.508001327514648
32,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8430093758619321,0.8520894416092402,5.230954885482788
33,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.84318259246881,0.8542764235047184,8.86712908744812
34,0.6243114212265883,0.65,0.8034525889541091,0.7708333333333333,0.8430806463904016,0.8531573819723132,6.010503530502319
35,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8429334186627283,0.8481534766093928,6.287832736968994
36,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.842734759668856,0.8468767301721086,6.015723466873169
37,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8434265559757793,0.8710307684155701,6.471990585327148
38,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8426779388951616,0.8463999650178315,6.31682014465332
39,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8434146116873054,0.8691273254161352,6.457720756530762
40,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8426791993994025,0.8464318600840947,5.892887115478516
41,0.6243114212265883,0.65,0.8034525889541091,0.7708333333333333,0.8432313706138339,0.8589656160103666,5.692170858383179
42,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8432453363850074,0.8596624386714871,5.082410097122192
43,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8434307079468356,0.8720023976419664,5.063550710678101
44,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8429521783187065,0.8514365377945974,5.795568943023682
45,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8427910655551526,0.8484936904399283,6.443566083908081
46,0.6243114212265883,0.65,0.8034525889541091,0.7708333333333333,0.843432474918662,0.8725713004456382,5.460319757461548
47,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8434326757551973,0.8735818801763573,5.7204811573028564
48,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8429501402535471,0.8491388411143709,5.569322109222412
49,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8434306883298004,0.8735841295116591,5.173427104949951
50,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8426477588690816,0.8455691785648474,5.4035961627960205
51,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8434089547185321,0.8687742996579324,5.595834732055664
52,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8432900892638766,0.8611958825509431,5.769099235534668
53,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8427785741152771,0.8455644338724556,5.6202003955841064
54,0.22500876290408295,0.36,0.524419713011729,0.5277777777777778,0.5806177342747904,0.5987499993440083,5.938643932342529
55,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8434271616476327,0.8711458068366021,5.424246788024902
56,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8426805312545143,0.8462671790604307,5.575617551803589
57,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8429876143116578,0.8521103742781624,5.278653144836426
58,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8434341296951202,0.8736058446610964,5.688611030578613
59,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8428117873180395,0.8470450958331144,5.7920615673065186
60,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8429940620031817,0.8525202667664928,5.27123236656189
61,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8434190264552868,0.8699744716981589,6.090580224990845
62,0.6277776962905378,0.66,0.8050865717029337,0.7784552845528455,0.8430788821743205,0.8541487398216995,6.778979301452637
63,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8428439819520352,0.8490071156733623,5.513500928878784
64,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8434056852192973,0.8684163548596566,5.9615843296051025
65,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8432426927531821,0.8592742722246643,5.703012228012085
66,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8432391928973968,0.8599793791562802,5.62114953994751
