,ARI,ACC,NMI,FM,FRG,HUL,TIME
0,0.6714892487390497,0.8,0.7592222213236683,0.7987117552334942,0.87788754364889,0.8777594792836727,13.701288938522339
1,0.6651448756185747,0.79,0.7547530443019043,0.7899159663865547,0.8759115622117691,0.8764144585846585,13.104705095291138
2,0.6761417598347135,0.81,0.7606169320647095,0.8099239695878352,0.8773649496034095,0.8765872150176695,15.48576045036316
3,0.6568,0.76,0.7502886160011998,0.76,0.875386779824466,0.8740744926620739,12.77729845046997
4,0.6703735766131718,0.8,0.7577486451261191,0.7996794871794871,0.8766137612961846,0.8758010602081995,15.957717895507812
5,0.6612,0.78,0.7526031196944863,0.78,0.8769766301804923,0.8766188640363862,12.659856081008911
6,0.6846296787894877,0.82,0.7665127250080664,0.8188405797101449,0.8796852050948637,0.8795482579214609,14.383392333984375
7,0.6627289620387576,0.78,0.754423366949848,0.7785829307568437,0.876177904285907,0.8753504175537508,15.797629833221436
8,0.6703735766131718,0.8,0.7577486451261191,0.7996794871794871,0.8763335943307183,0.8755732223137163,12.648832321166992
9,0.6563473682456638,0.75,0.7501082544339849,0.7549019607843137,0.875062499557259,0.8747910814523834,10.597020149230957
10,0.6571885196776986,0.76,0.750724292676529,0.7596153846153846,0.8762204904599312,0.8738100628233871,15.57761812210083
11,0.6651448756185747,0.79,0.7547530443019043,0.7899159663865545,0.8760488050618414,0.87446298500443,9.32021975517273
12,0.6863987329241734,0.82,0.7693203060233327,0.81737012987013,0.8822163675457366,0.8826355011986183,11.589027643203735
13,0.6568,0.76,0.7502886160011998,0.76,0.875048842182148,0.8746818147930925,14.416739463806152
14,0.6651448756185747,0.79,0.7547530443019043,0.7899159663865545,0.8771131786122137,0.8757917763345269,11.185606956481934
15,0.6585467450888914,0.77,0.7512656733174864,0.769907963185274,0.8759281519810317,0.8743304620143224,17.11282753944397
16,0.6627289620387576,0.78,0.754423366949848,0.7785829307568437,0.8758469070837536,0.8747778673952873,9.860825777053833
