,ARI,ACC,NMI,FM,FRG,HUL,TIME
0,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8423122481132742,0.8428853429722283,10.118611812591553
1,0.6381145685790635,0.68,0.810192553726474,0.7926356589147286,0.8482945297884057,0.8484716647419261,8.142516374588013
2,0.6243114212265883,0.65,0.8034525889541092,0.7708333333333333,0.8434761676405043,0.8441949513224327,8.967037439346313
3,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8424154645705949,0.8428048456566115,8.843349695205688
4,0.6277776962905378,0.66,0.8050865717029337,0.7784552845528455,0.8447973600211426,0.8450080894016418,7.933387994766235
5,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8424118308611565,0.8429916729659261,9.622506141662598
6,0.6323832945413025,0.67,0.8073165732259958,0.7857142857142857,0.8460479186812202,0.8464897125633112,8.442310333251953
7,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8426876855810145,0.8434576710055559,8.982285976409912
8,0.7049518569463549,0.76,0.8520299606394013,0.8310810810810811,0.8739393939367543,0.8739393939368288,8.280517578125
9,0.6829603539366865,0.73,0.8383827696857312,0.8229166666666665,0.8644444516595934,0.864444451867621,10.156492710113525
10,0.7049518569463549,0.76,0.8520299606394013,0.8310810810810811,0.8739393939389082,0.873939393938908,10.261075735092163
11,0.6243114212265883,0.65,0.8034525889541091,0.7708333333333333,0.843205993377873,0.8436929086022151,8.353395223617554
12,0.6243114212265883,0.65,0.8034525889541092,0.7708333333333333,0.8431512050407035,0.8437949838280789,10.410731077194214
13,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8423185898068116,0.8426992118357459,8.408044338226318
14,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8423292928849233,0.8429242504324139,9.556637287139893
15,0.6829603539366865,0.73,0.8383827696857312,0.8229166666666665,0.8644444456891006,0.864444445708459,8.293966054916382
16,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8423146313750638,0.8430330152628109,9.887988090515137
17,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8425052473469281,0.8428456018732444,9.495973110198975
18,0.6243114212265883,0.65,0.8034525889541091,0.7708333333333333,0.8430345334510132,0.8437247514239857,9.343865394592285
19,0.6719134425852121,0.72,0.8301774278676303,0.8173758865248226,0.8603569044249928,0.8603726669663503,8.560168027877808
20,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8423792609304183,0.8435360377495367,9.71273159980774
21,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8426954489960042,0.8429800235546848,9.541713237762451
22,0.6277776962905378,0.66,0.8050865717029337,0.7784552845528455,0.8446629388119749,0.8448900075273862,9.658058166503906
23,0.6277776962905378,0.66,0.8050865717029337,0.7784552845528455,0.8449148490604119,0.8452208217324335,10.325925827026367
24,0.6323832945413025,0.67,0.8073165732259958,0.7857142857142857,0.8460054531777476,0.8463130107388454,9.479661464691162
25,0.6949883931241722,0.74,0.8490518454260617,0.8282312925170067,0.8688888888865002,0.8688888888865366,8.234076261520386
26,0.6949883931241722,0.74,0.8490518454260617,0.8282312925170067,0.868888888887017,0.8688888888872005,8.098655462265015
27,0.6243114212265883,0.65,0.8034525889541092,0.7708333333333333,0.8435689124383208,0.8438928920912493,7.984013557434082
28,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8426002561594409,0.8430393892972016,8.56708550453186
29,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8425764672524376,0.8433234517164714,10.860978603363037
