,ARI,ACC,NMI,FM,FRG,HUL,TIME
0,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8428333159121795,0.8446830033951835,10.118611812591553
1,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8427753516716286,0.8479191612280137,8.142516374588013
2,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8428400210744647,0.8464302158389868,8.967037439346313
3,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8426123898390899,0.8445345936098807,8.843349695205688
4,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8426852529152115,0.8435092176849568,7.933387994766235
5,0.6323832945413025,0.67,0.8073165732259958,0.7857142857142857,0.8439520131339229,0.8476040575833617,9.622506141662598
6,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8428267167098668,0.8486874501448896,8.442310333251953
7,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8428202083675718,0.8445906730323047,8.982285976409912
8,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8424036794441379,0.8424838852548833,8.280517578125
9,0.6323832945413025,0.67,0.8073165732259958,0.7857142857142857,0.8440150245604904,0.8455535007243984,10.156492710113525
10,0.5971475191877682,0.66,0.7489663254306465,0.7474415204678363,0.8363506955264235,0.8363975071280594,10.261075735092163
11,0.6243114212265883,0.65,0.8034525889541091,0.7708333333333333,0.8430389269509349,0.8450986582180822,8.353395223617554
12,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8424117893862927,0.843066935319121,10.410731077194214
13,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8427608026197025,0.8445517990003354,8.408044338226318
14,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8427101376185215,0.844932537983708,9.556637287139893
15,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8428568107097997,0.8431444805585306,8.293966054916382
16,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8425586220124308,0.844782753659544,9.887988090515137
17,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.84279678195908,0.8465651054126613,9.495973110198975
18,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8431511358290777,0.8555921862956765,9.343865394592285
19,0.6243114212265883,0.65,0.8034525889541092,0.7708333333333333,0.8428504814630791,0.8486765170850684,8.560168027877808
20,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8427485109579635,0.8440023390340734,9.71273159980774
21,0.6243114212265883,0.65,0.8034525889541091,0.7708333333333333,0.8435231702018936,0.8437634846156714,9.541713237762451
22,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8426950593575201,0.8462137976906055,9.658058166503906
23,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8426566583803277,0.8455887053804152,10.325925827026367
24,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8427929952183847,0.8467646990423331,9.479661464691162
25,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8424723822790114,0.8434675241962593,8.234076261520386
26,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8429740068548147,0.8429740688612548,8.098655462265015
27,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8427682651482085,0.8465428632027354,7.984013557434082
28,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8425500830763419,0.8443680003586107,8.56708550453186
29,0.6243114212265883,0.65,0.8034525889541091,0.7708333333333333,0.8436874305888324,0.8450041959022075,10.860978603363037
30,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8427116521145923,0.8453570128112021,8.20452880859375
31,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8429257649640556,0.847160530188294,9.459846019744873
32,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8425511462718448,0.8446889950510916,8.694316387176514
33,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8429362701291738,0.8436273414714257,8.75887417793274
34,0.6243114212265883,0.65,0.8034525889541092,0.7708333333333333,0.8425855098584957,0.8437616964728377,8.602459192276001
35,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8426469448523279,0.8457496309131841,8.198017597198486
36,0.6277776962905378,0.66,0.8050865717029337,0.7784552845528455,0.843421602922131,0.8456863677558001,8.681485176086426
37,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8426477151923372,0.8458007718396001,8.096959114074707
38,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8428180455146025,0.8480469122519059,9.795288562774658
39,0.6277776962905378,0.66,0.8050865717029337,0.7784552845528455,0.843537855770146,0.8437448417991751,8.211427450180054
40,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8426437476944406,0.8444745071135786,10.1511390209198
41,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8425650615969473,0.8442617196882687,8.890732288360596
42,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8425794562213474,0.84472543771278,8.588228464126587
43,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8429484663448227,0.8505968896077138,7.809277772903442
44,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8424363965862696,0.8426826455271661,9.044207572937012
45,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8426244548768513,0.8432380083543566,12.191179990768433
46,0.6323832945413025,0.67,0.8073165732259958,0.7857142857142857,0.845120857984983,0.8481904094137693,9.926717042922974
47,0.7079646017699115,0.75,0.8660254037844387,0.8333333333333331,0.8737373589821145,0.8737373590147786,6.519500017166138
48,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8426960809302075,0.8449085910397248,8.856706857681274
49,0.5982293872948634,0.69,0.7445489267404132,0.7614436619718309,0.8386722935044765,0.8386787145041761,8.256365299224854
50,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8427433191892579,0.8469165554477465,7.280367851257324
51,0.6219947946534915,0.64,0.8023807172678361,0.7628205128205127,0.8428761311946841,0.8437307873026966,8.834105014801025
52,0.6243114212265883,0.65,0.8034525889541092,0.7708333333333333,0.843433617619782,0.8458442992882013,9.45325756072998
53,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8425143055652438,0.8440956705006035,8.45791506767273
54,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8423909044623035,0.8432637453029537,9.909301042556763
55,0.6208347432068615,0.63,0.801849850377298,0.7543859649122807,0.8428481545695161,0.8443783903898052,10.017519474029541
